Label	Centroid	Area (pixels)	0 pixel intensity	1 pixel intensity	2 pixel intensity	4 pixel intensity	5 pixel intensity	6 pixel intensity	8 pixel intensity	9 pixel intensity	10 pixel intensity	0 spot number	1 spot number	2 spot number	4 spot number	5 spot number	6 spot number	8 spot number	9 spot number	10 spot number	0 spot intensity	1 spot intensity	2 spot intensity	4 spot intensity	5 spot intensity	6 spot intensity	8 spot intensity	9 spot intensity	10 spot intensity
1	278.02764879696076,2332.077529196567	14214	1527.6464753060363	279.58322780357395	3039.786548473336	318.24567327986495	232.9536372590404	198.28274940199802	86.49444209933868	17.239622906993105	1383.9544814971155	100.0	108.0	128.0	251.0	261.0	317.0	59.0	0.0	103.0	10905704.0	2454316.0	19110965.0	3356254.0	2554359.0	2050041.0	582966.0	0.0	8851889.0
2	306.60010953759485,2425.1092246303106	12781	1232.8553321336358	424.32509193333857	2991.7698145685	178.41311321492842	178.10468664423755	154.5337610515609	182.66684922932478	27.548392144589624	1650.764494171035	135.0	142.0	156.0	159.0	173.0	221.0	96.0	0.0	135.0	8884644.0	3271629.0	20451106.0	1632504.0	1636684.0	1516450.0	1097962.0	0.0	10300376.0
3	325.517974509916,2068.448019660513	17497	895.3503457735612	731.6507401268789	5096.523918386009	500.0367491569983	231.08572898211122	177.410584671658	206.69086129050694	25.132708464308166	1697.3270274904269	238.0	316.0	227.0	442.0	282.0	269.0	161.0	0.0	182.0	9185151.0	8809954.0	46180592.0	6945927.0	2959670.0	1770367.0	1765694.0	0.0	13133564.0
4	342.07241752949676,1933.423549241512	16612	482.1211774620756	485.7755237177944	3135.82639056104	759.9144594269203	203.6576571153383	179.9189742354924	161.82675174572597	21.680833132675176	1132.5392487358536	131.0	219.0	218.0	398.0	253.0	291.0	137.0	1.0	206.0	4369751.0	5611617.0	26923606.0	9428075.0	2284568.0	1798469.0	1446050.0	6955.0	8590459.0
5	357.5891345392533,2189.114866922468	16419	1025.3672574456423	573.9699129057799	4134.353675619709	404.02911261343564	312.6059443327852	244.0665083135392	107.0573725561849	38.47311042085389	1624.4173823009928	217.0	292.0	310.0	451.0	418.0	403.0	52.0	0.0	289.0	9493701.0	6210666.0	33470854.0	5016673.0	3853744.0	2586107.0	473272.0	0.0	11977530.0
6	378.0672336978534,2321.2486836776025	7407	3612.4471445929526	1011.3002565141082	7130.37694073174	517.6310247063589	529.0476576211692	314.16686917780476	334.2281625489402	73.2524638855137	2417.6356149588228	144.0	179.0	163.0	296.0	249.0	303.0	131.0	0.0	178.0	14020657.0	4855960.0	27605401.0	3248276.0	2935616.0	1858429.0	1317453.0	0.0	9793848.0
7	412.7687435809654,2002.3959260527217	5842	1853.5939746662102	1042.6653543307086	6137.2531667237245	856.8604929818555	437.4125299554947	238.30006846970215	288.8079424854502	18.98562136254707	1351.2261211913728	118.0	145.0	105.0	225.0	200.0	119.0	87.0	0.0	139.0	5949820.0	4094574.0	17470259.0	4065121.0	2004448.0	757671.0	799224.0	0.0	3989147.0
8	398.1902118158228,2493.6810693380003	16571	1462.688491943757	512.075251946171	5490.25967050872	196.7849254722105	332.1843582161608	133.7387001387967	213.9462917144409	28.37565626697242	2484.28791261843	200.0	216.0	268.0	207.0	242.0	214.0	177.0	0.0	248.0	13623667.0	5560910.0	48934144.0	2500973.0	4241053.0	1544302.0	1891688.0	0.0	19578474.0
9	424.69222689075633,2234.9648859543818	6664	2873.3335834333734	1012.8080732292917	6695.427971188476	465.74939975990395	356.3191776710684	314.05657262905163	412.12424969987995	91.64720888355342	2450.0999399759903	131.0	162.0	125.0	236.0	176.0	288.0	106.0	1.0	139.0	10430033.0	4399035.0	23261760.0	2458518.0	1676950.0	1718748.0	1253844.0	7297.0	7988033.0
10	423.58895112999807,2382.5798725130385	5177	3144.644002317945	854.6749082480201	6772.246281630288	478.9065095615221	533.5340931041144	308.52482132509175	305.03689395402745	65.00579486188913	1869.0183503959822	98.0	129.0	117.0	180.0	209.0	163.0	69.0	0.0	139.0	8722227.0	2971296.0	19245647.0	1968319.0	2340296.0	1101196.0	709404.0	0.0	5881441.0
